Sentence,Unit,UCP_ID,Number_UCP,Word_count_ST,Modality,UCPs,Errors,Points,Language,CSs,Creativity_Index
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,HT,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,HT,CSM,0,0,NL,1,1.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,HT,CSM,0,0,NL,1,1.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,HT,CSA,0,0,NL,1,1.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,HT,R,0,0,NL,0,0.00
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,HT,CSA,0,0,NL,1,1.00
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,HT,R,0,0,NL,0,0.00
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,HT,R,0,0,NL,0,0.00
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,HT,CSM,2,2,NL,1,0.92
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,HT,CSM,0,0,NL,1,1.00
"""And you dunk people,"" he said.",dunk people,34,1,6,HT,CSM,0,0,NL,1,1.00
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,HT,R,0,0,NL,0,0.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,HT,R,0,0,NL,0,0.00
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,HT,R,1,1,NL,0,-0.11
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,HT,R,0,0,NL,0,0.00
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,HT,CSC,0,0,NL,1,1.00
The painter clapped his hands in mock delight.,in mock delight,40,1,8,HT,R,0,0,NL,0,0.00
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,HT,R,0,0,NL,0,0.00
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,HT,R,0,0,NL,0,0.00
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,HT,R,1,1,NL,0,-0.06
"""Good gravy, no!"" she said.",Good gravy,44,1,5,HT,CSM,0,0,NL,1,1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,HT,CSM,2,2,NL,1,0.88
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,HT,CSM,1,5,NL,1,0.44
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,HT,CSM,0,0,NL,1,1.00
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,HT,R,0,0,NL,0,0.00
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,HT,CSM,1,1,NL,1,0.94
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,HT,R,0,0,NL,0,0.00
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,HT,R,1,1,NL,0,-0.13
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,HT,CSM,0,0,NL,1,1.00
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,HT,R,0,0,NL,0,0.00
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,HT,R,0,0,NL,0,0.00
2BR02B,2BR02B,1,1,1,1a,E,1,15,ZH,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,1a,O,0,0,ZH,0,0.00
So was old age.,So was old age,3,1,4,1a,R,0,0,ZH,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,1a,R,4,4,ZH,0,-0.18
He was the only man waiting.,the only man waiting,5,1,6,1a,R,0,0,ZH,0,0.00
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,1a,R,1,1,ZH,0,-0.06
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,1a,CSM,1,1,ZH,1,0.93
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,1a,R,2,6,ZH,0,-0.86
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,1a,CSM,0,0,ZH,1,1.00
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,1a,R,0,0,ZH,0,0.00
He gave a satiric smile.,satiric smile,11,1,5,1a,R,1,1,ZH,0,-0.20
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,1a,R,0,0,ZH,0,0.00
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,1a,CSA,0,0,ZH,1,1.00
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,1a,O,1,1,ZH,0,-0.04
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,1a,R,1,1,ZH,0,-0.10
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,1a,CSC,0,0,ZH,1,1.00
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,1a,O,0,0,ZH,0,0.00
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,1a,E,2,16,ZH,0,-1.60
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,1a,R,3,11,ZH,0,-0.34
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,1a,R,1,15,ZH,0,-1.67
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,1a,R,2,16,ZH,0,-1.78
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,1a,R,7,19,ZH,0,-0.59
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,1a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,1a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,1a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,1a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,1a,R,0,0,ZH,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,1a,O,1,15,ZH,0,-0.71
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,1a,CSC,0,0,ZH,1,1.00
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,1a,CSC,2,6,ZH,1,0.63
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,1a,CSC,1,1,ZH,1,0.92
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,1a,R,3,3,ZH,0,-0.12
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,1a,E,2,6,ZH,0,-0.55
"""And you dunk people,"" he said.",dunk people,34,1,6,1a,E,1,15,ZH,0,-2.50
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,1a,R,1,5,ZH,0,-1.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,1a,R,0,0,ZH,0,0.00
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,1a,R,2,2,ZH,0,-0.22
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,1a,R,0,0,ZH,0,0.00
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,1a,R,0,0,ZH,0,0.00
The painter clapped his hands in mock delight.,in mock delight,40,1,8,1a,CSC,0,0,ZH,1,1.00
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,1a,R,2,2,ZH,0,-0.22
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,1a,R,0,0,ZH,0,0.00
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,1a,R,1,1,ZH,0,-0.06
"""Good gravy, no!"" she said.",Good gravy,44,1,5,1a,CSM,1,5,ZH,1,0.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,1a,R,1,5,ZH,0,-0.31
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,1a,R,1,5,ZH,0,-0.56
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,1a,R,0,0,ZH,0,0.00
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,1a,R,2,6,ZH,0,-0.46
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,1a,CSM,0,0,ZH,1,1.00
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,1a,R,1,1,ZH,0,-0.13
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,1a,R,0,0,ZH,0,0.00
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,1a,R,0,0,ZH,0,0.00
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,1a,CSM,0,0,ZH,1,1.00
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,1a,R,2,2,ZH,0,-0.05
2BR02B,2BR02B,1,1,1,1b,R,1,15,ZH,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,1b,R,0,0,ZH,0,0.00
So was old age.,So was old age,3,1,4,1b,CSM,0,0,ZH,1,1.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,1b,O,3,3,ZH,0,-0.14
He was the only man waiting.,the only man waiting,5,1,6,1b,R,0,0,ZH,0,0.00
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,1b,CSM,0,0,ZH,1,1.00
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,1b,R,1,5,ZH,0,-0.33
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,1b,E,3,11,ZH,0,-1.57
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,1b,R,0,0,ZH,0,0.00
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,1b,R,0,0,ZH,0,0.00
He gave a satiric smile.,satiric smile,11,1,5,1b,R,1,1,ZH,0,-0.20
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,1b,R,1,1,ZH,0,-0.11
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,1b,R,1,1,ZH,0,-0.17
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,1b,R,2,2,ZH,0,-0.07
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,1b,CSC,0,0,ZH,1,1.00
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,1b,R,1,1,ZH,0,-0.14
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,1b,O,1,1,ZH,0,-0.07
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,1b,E,1,15,ZH,0,-1.50
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,1b,R,2,10,ZH,0,-0.31
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,1b,R,1,15,ZH,0,-1.67
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,1b,R,1,15,ZH,0,-1.67
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,1b,R,9,21,ZH,0,-0.66
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,1b,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,1b,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,1b,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,1b,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,1b,R,0,0,ZH,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,1b,R,2,20,ZH,0,-0.95
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,1b,CSM,0,0,ZH,1,1.00
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,1b,CSC,1,1,ZH,1,0.94
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,1b,O,2,6,ZH,0,-0.50
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,1b,O,1,1,ZH,0,-0.04
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,1b,R,1,1,ZH,0,-0.09
"""And you dunk people,"" he said.",dunk people,34,1,6,1b,E,2,20,ZH,0,-3.33
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,1b,R,1,5,ZH,0,-1.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,1b,CSC,1,1,ZH,1,0.89
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,1b,R,2,2,ZH,0,-0.22
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,1b,E,1,15,ZH,0,-0.94
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,1b,CSC,1,1,ZH,1,0.91
The painter clapped his hands in mock delight.,in mock delight,40,1,8,1b,R,1,5,ZH,0,-0.63
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,1b,E,2,20,ZH,0,-2.22
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,1b,CSA,0,0,ZH,1,1.00
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,1b,R,0,0,ZH,0,0.00
"""Good gravy, no!"" she said.",Good gravy,44,1,5,1b,CSM,0,0,ZH,1,1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,1b,E,2,16,ZH,0,-1.00
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,1b,R,1,15,ZH,0,-1.67
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,1b,CSC,1,1,ZH,1,0.94
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,1b,E,1,15,ZH,0,-1.15
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,1b,E,1,5,ZH,0,-0.29
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,1b,O,0,0,ZH,0,0.00
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,1b,R,0,0,ZH,0,0.00
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,1b,R,1,1,ZH,0,-0.11
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,1b,R,1,15,ZH,0,-1.50
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,1b,E,1,15,ZH,0,-0.35
2BR02B,2BR02B,1,1,1,2a,R,1,15,ZH,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,2a,O,0,0,ZH,0,0.00
So was old age.,So was old age,3,1,4,2a,R,0,0,ZH,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,2a,R,4,4,ZH,0,-0.18
He was the only man waiting.,the only man waiting,5,1,6,2a,R,1,1,ZH,0,-0.17
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,2a,R,1,1,ZH,0,-0.06
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,2a,R,2,2,ZH,0,-0.13
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,2a,CSC,0,0,ZH,1,1.00
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,2a,CSM,0,0,ZH,1,1.00
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,2a,R,0,0,ZH,0,0.00
He gave a satiric smile.,satiric smile,11,1,5,2a,R,1,1,ZH,0,-0.20
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,2a,R,0,0,ZH,0,0.00
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,2a,CSA,0,0,ZH,1,1.00
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,2a,O,1,1,ZH,0,-0.04
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,2a,R,0,0,ZH,0,0.00
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,2a,CSC,0,0,ZH,1,1.00
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,2a,O,0,0,ZH,0,0.00
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,2a,R,1,1,ZH,0,-0.10
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,2a,R,3,11,ZH,0,-0.34
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,2a,R,1,15,ZH,0,-1.67
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,2a,R,2,16,ZH,0,-1.78
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,2a,R,8,20,ZH,0,-0.63
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,2a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,2a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,2a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,2a,R,0,0,ZH,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,2a,R,0,0,ZH,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,2a,O,1,15,ZH,0,-0.71
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,2a,CSM,0,0,ZH,1,1.00
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,2a,CSC,1,5,ZH,1,0.69
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,2a,CSC,1,1,ZH,1,0.92
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,2a,R,2,2,ZH,0,-0.08
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,2a,R,1,1,ZH,0,-0.09
"""And you dunk people,"" he said.",dunk people,34,1,6,2a,R,1,15,ZH,0,-2.50
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,2a,R,1,5,ZH,0,-1.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,2a,R,0,0,ZH,0,0.00
